doc_type,doc_id,num,date_str,description,url_metadata,lang,url_pdf,chunk_id,chunk_index,language,md5,chunk_size_bytes,chunk_text,text,title,date,url,combined_text,dataset_source,authority_weight,priority
lk_hansard_2020s,2023-11-17-2023-11-17,2023-11-17,2023-11-17,"Hansard of November 17, 2023",https://www.parliament.lk/en/business-of-parliament/hansards,si-ta-en,https://www.parliament.lk/uploads/documents/hansard/1701515168057680.pdf,2023-11-17-2023-11-17-0000,0,si-ta-en,3ea4c21dbd12a69241b1059b343ad4f6,3587,"==== BLOCKS ====

307 වන කාණ්ඩය - 05 වන කලාපය ததொகுதி 307 - இல. 05 Volume 307 - No. 05

2023 නනොවැම්බර් 17වන සිකුරාදා

2023 நவம்பர் 17, தவள்ளிக்கிழமை

Friday, 17th November, 2023

(හැන්සාඩ්) பொரொளுைன்ற விவொதங்கள்

(ஹன்சொட்)

PARLIAMENTARY DEBATES

(HANSARD)

அதிகொர அறிக்மக

OFFICIAL REPORT

(අශ ෝධිත පිටපත /பிமழ திருத்தப்படொதது /Uncorrected)

නිනේදන:

ව්‍යව්‍්ථාදාදක ්ථාදව්‍ ද ්ාදව්‍ අිරශක ්දාදික ක් [තීරුව්‍ 775]

ශ්‍රී කා දශය ශකෝිකත ්ව්‍යදපද දාාද් (B-READY) ාක ක් ්ඳහද දාාද් වීශ දී ාතුව්‍් ප්‍රදශකෝක

ගැටලු හද දුෂථ තද අධ්‍යක්ක ිරීමාට්, පිිබඳඳව්‍ ියක ශකෝන්ද හද ිරකශශ දිරිපප්, ිරීමාට්, ව්‍් විශ ේෂ ද ්ාදව්‍ ්දාදික කකු ආශශ ිරීමා [තීරුව්‍ 776]

ප්‍රශ්නනවල වාිකක ිළිතුරු [තීරු 800-802]

ප්‍රමිතියනය් නරොර න් නන නනයනය ිරීම ිළිතබ නද දනාව:

විදුලිඳක ්හ ඳක ක්ිර අාදතයතුාදශ ප්‍ර ද ක [තීරුව්‍ 80]] අ ාර‍ාාංශ් උය ේපන ශ්ක කාරක ා [තීරුව්‍ 820]

වි ර්ජන පනත් නකටුම්පර, 2024 - [හරරවන නව් කළ දිනය]:

ශාව්‍් ව්‍ ිරකවීා - විව්‍දාක ල් තඳ් කදී [තීරු 822- 9]9] කල් රැබීනම් නය ජනාව:

අ පද ශතොට්ටදචුරුාක කුඹුරු දඩා හිමි රුව්‍්ට කඳද දීා [තීරු 9]9 - 948]

අ් රර්ගර ප්‍රනාන කුු

பிரதொன உள்ளடக்கம்

ANNOUNCEMENTS: Legislative Standing Committee: Additional Members [Col. 775]

Select Committee to Study the Practical Problems and Difficulties in Relation to Preparation for

the Proposed “Business Ready (B-READY) Index” in Sri Lanka and Make Its Proposals and Recommendations: Substitution of Member [Col. 776] ORAL ANSWERS TO QUESTIONS [Cols. 800-802] ALLEGATION ON IMPORTING SUBSTANDARD FUEL: STATEMENT BY MINISTER OF

POWER AND ENERGY: Statement by Minister of Power and Energy [Col. 803] MINISTERIAL CONSULTATIVE COMMITTEES [Col. 820] APPROPRIATION BILL, 2024 – [Fourth Allotted Day]: Second Reading - Debate Adjourned [Cols. 822 - 939] ADJOURNMENT MOTION: Restitution of Ampara, Thottasurunki Paddy Land to Rightful Owners [Cols. 939-948]

PRINCIPAL CONTENTS

அறிவிப்புகள்: சட்டவொக்க நிமலயியற் குழு: மைலதிக உறுப்பினர்கள் [ப: 775]

இலங்மகயில் முன்தைொழியப்பட்ட ""வணிக ததொழில்முயற்சிகளுக்கொன தயொர்நிமல (B-READY)","==== BLOCKS ====

307 වන කාණ්ඩය - 05 වන කලාපය ததொகுதி 307 - இல. 05 Volume 307 - No. 05

2023 නනොවැම්බර් 17වන සිකුරාදා

2023 நவம்பர் 17, தவள்ளிக்கிழமை

Friday, 17th November, 2023

(හැන්සාඩ්) பொரொளுைன்ற விவொதங்கள்

(ஹன்சொட்)

PARLIAMENTARY DEBATES

(HANSARD)

அதிகொர அறிக்மக

OFFICIAL REPORT

(අශ ෝධිත පිටපත /பிமழ திருத்தப்படொதது /Uncorrected)

නිනේදන:

ව්‍යව්‍්ථාදාදක ්ථාදව්‍ ද ්ාදව්‍ අිරශක ්දාදික ක් [තීරුව්‍ 775]

ශ්‍රී කා දශය ශකෝිකත ්ව්‍යදපද දාාද් (B-READY) ාක ක් ්ඳහද දාාද් වීශ දී ාතුව්‍් ප්‍රදශකෝක

ගැටලු හද දුෂථ තද අධ්‍යක්ක ිරීමාට්, පිිබඳඳව්‍ ියක ශකෝන්ද හද ිරකශශ දිරිපප්, ිරීමාට්, ව්‍් විශ ේෂ ද ්ාදව්‍ ්දාදික කකු ආශශ ිරීමා [තීරුව්‍ 776]

ප්‍රශ්නනවල වාිකක ිළිතුරු [තීරු 800-802]

ප්‍රමිතියනය් නරොර න් නන නනයනය ිරීම ිළිතබ නද දනාව:

විදුලිඳක ්හ ඳක ක්ිර අාදතයතුාදශ ප්‍ර ද ක [තීරුව්‍ 80]] අ ාර‍ාාංශ් උය ේපන ශ්ක කාරක ා [තීරුව්‍ 820]

වි ර්ජන පනත් නකටුම්පර, 2024 - [හරරවන නව් කළ දිනය]:

ශාව්‍් ව්‍ ිරකවීා - විව්‍දාක ල් තඳ් කදී [තීරු 822- 9]9] කල් රැබීනම් නය ජනාව:

අ පද ශතොට්ටදචුරුාක කුඹුරු දඩා හිමි රුව්‍්ට කඳද දීා [තීරු 9]9 - 948]

අ් රර්ගර ප්‍රනාන කුු

பிரதொன உள்ளடக்கம்

ANNOUNCEMENTS: Legislative Standing Committee: Additional Members [Col. 775]

Select Committee to Study the Practical Problems and Difficulties in Relation to Preparation for

the Proposed “Business Ready (B-READY) Index” in Sri Lanka and Make Its Proposals and Recommendations: Substitution of Member [Col. 776] ORAL ANSWERS TO QUESTIONS [Cols. 800-802] ALLEGATION ON IMPORTING SUBSTANDARD FUEL: STATEMENT BY MINISTER OF

POWER AND ENERGY: Statement by Minister of Power and Energy [Col. 803] MINISTERIAL CONSULTATIVE COMMITTEES [Col. 820] APPROPRIATION BILL, 2024 – [Fourth Allotted Day]: Second Reading - Debate Adjourned [Cols. 822 - 939] ADJOURNMENT MOTION: Restitution of Ampara, Thottasurunki Paddy Land to Rightful Owners [Cols. 939-948]

PRINCIPAL CONTENTS

அறிவிப்புகள்: சட்டவொக்க நிமலயியற் குழு: மைலதிக உறுப்பினர்கள் [ப: 775]

இலங்மகயில் முன்தைொழியப்பட்ட ""வணிக ததொழில்முயற்சிகளுக்கொன தயொர்நிமல (B-READY)","==== BLOCKS ====

307 වන කාණ්ඩය - 05 වන කලාපය ததொகுதி 307 - இல. 05 Volume 307 - No. 05

2023 නනොවැම",2023-11-17,2023-11-17-2023-11-17,"==== BLOCKS ====

307 වන කාණ්ඩය - 05 වන කලාපය ததொகுதி 307 - இல. 05 Volume 307 - No. 05

2023 නනොවැම්බර් 17වන සිකුරාදා

2023 நவம்பர் 17, தவள்ளிக்கிழமை

Friday, 17th November, 2023

(හැන්සාඩ්) பொரொளுைன்ற விவொதங்கள்

(ஹன்சொட்)

PARLIAMENTARY DEBATES

(HANSARD)

அதிகொர அறிக்மக

OFFICIAL REPORT

(අශ ෝධිත පිටපත /பிமழ திருத்தப்படொதது /Uncorrected)

නිනේදන:

ව්‍යව්‍්ථාදාදක ්ථාදව්‍ ද ්ාදව්‍ අිරශක ්දාදික ක් [තීරුව්‍ 775]

ශ්‍රී කා දශය ශකෝිකත ්ව්‍යදපද දාාද් (B-READY) ාක ක් ්ඳහද දාාද් වීශ දී ාතුව්‍් ප්‍රදශකෝක

ගැටලු හද දුෂථ තද අධ්‍යක්ක ිරීමාට්, පිිබඳඳව්‍ ියක ශකෝන්ද හද ිරකශශ දිරිපප්, ිරීමාට්, ව්‍් විශ ේෂ ද ්ාදව්‍ ්දාදික කකු ආශශ ිරීමා [තීරුව්‍ 776]

ප්‍රශ්නනවල වාිකක ිළිතුරු [තීරු 800-802]

ප්‍රමිතියනය් නරොර න් නන නනයනය ිරීම ිළිතබ නද දනාව:

විදුලිඳක ්හ ඳක ක්ිර අාදතයතුාදශ ප්‍ර ද ක [තීරුව්‍ 80]] අ ාර‍ාාංශ් උය ේපන ශ්ක කාරක ා [තීරුව්‍ 820]

වි ර්ජන පනත් නකටුම්පර, 2024 - [හරරවන නව් කළ දිනය]:

ශාව්‍් ව්‍ ිරකවීා - විව්‍දාක ල් තඳ් කදී [තීරු 822- 9]9] කල් රැබීනම් නය ජනාව:

අ පද ශතොට්ටදචුරුාක කුඹුරු දඩා හිමි රුව්‍්ට කඳද දීා [තීරු 9]9 - 948]

අ් රර්ගර ප්‍රනාන කුු

பிரதொன உள்ளடக்கம்

ANNOUNCEMENTS: Legislative Standing Committee: Additional Members [Col. 775]

Select Committee to Study the Practical Problems and Difficulties in Relation to Preparation for

the Proposed “Business Ready (B-READY) Index” in Sri Lanka and Make Its Proposals and Recommendations: Substitution of Member [Col. 776] ORAL ANSWERS TO QUESTIONS [Cols. 800-802] ALLEGATION ON IMPORTING SUBSTANDARD FUEL: STATEMENT BY MINISTER OF

POWER AND ENERGY: Statement by Minister of Power and Energy [Col. 803] MINISTERIAL CONSULTATIVE COMMITTEES [Col. 820] APPROPRIATION BILL, 2024 – [Fourth Allotted Day]: Second Reading - Debate Adjourned [Cols. 822 - 939] ADJOURNMENT MOTION: Restitution of Ampara, Thottasurunki Paddy Land to Rightful Owners [Cols. 939-948]

PRINCIPAL CONTENTS

அறிவிப்புகள்: சட்டவொக்க நிமலயியற் குழு: மைலதிக உறுப்பினர்கள் [ப: 775]

இலங்மகயில் முன்தைொழியப்பட்ட ""வணிக ததொழில்முயற்சிகளுக்கொன தயொர்நிமல (B-READY)",hansard,1.0,1
lk_hansard_2020s,2023-11-17-2023-11-17,2023-11-17,2023-11-17,"Hansard of November 17, 2023",https://www.parliament.lk/en/business-of-parliament/hansards,si-ta-en,https://www.parliament.lk/uploads/documents/hansard/1701515168057680.pdf,2023-11-17-2023-11-17-0001,1,si-ta-en,69427614fb8385ae9533e59532aba2f7,4278,"POWER AND ENERGY: Statement by Minister of Power and Energy [Col. 803] MINISTERIAL CONSULTATIVE COMMITTEES [Col. 820] APPROPRIATION BILL, 2024 – [Fourth Allotted Day]: Second Reading - Debate Adjourned [Cols. 822 - 939] ADJOURNMENT MOTION: Restitution of Ampara, Thottasurunki Paddy Land to Rightful Owners [Cols. 939-948]

PRINCIPAL CONTENTS

அறிவிப்புகள்: சட்டவொக்க நிமலயியற் குழு: மைலதிக உறுப்பினர்கள் [ப: 775]

இலங்மகயில் முன்தைொழியப்பட்ட ""வணிக ததொழில்முயற்சிகளுக்கொன தயொர்நிமல (B-READY)

පාර්ලිනම්් ුරව பொரொளுைன்றம்

PARLIAMENT —————–—-

2023 නනොවැම්බර් 17වන සිකුරාදා

2023 நவம்பர் 17, தவள்ளிக்கிழமை

Friday, 17th November, 2023

—————————–——

පූ. ා. 9.30 පාර්ලිනම්් ුරව රැ න විය. කථානායකුර ා [ගු හි් ද යාපා අනේවර්නන හරා]

මූලා නාරූඪ විය.

பொரொளுைன்றம் மு.ப. 9.30 ைணிக்குக் கூடியது. சபொநொயகர் அவர்கள் [ைொண்புைிகு ைஹிந்த யொப்பொ அமபவர்தன]

தமலமை வகித்தொர்கள். The Parliament met at 9.30 a.m., MR. SPEAKER [THE HON. MAHINDA YAPA

ABEYWARDANA] in the Chair.

නිනේදන அறிவிப்புகள் ANNOUNCEMENTS

ව‍ව නථාදායක නථාවර කාරක ාව: අියනර්ක

ා ාජිකය් சட்டவொக்க நிமலயியற் குழு: மைலதிக

உறுப்பினர்கள்

LEGISLATIVE STANDING COMMITTEE: ADDITIONAL

MEMBERS

ගු කථානායකුර ා (ைொண்புைிகு சபொநொயகர் அவர்கள்) (The Hon. Speaker) “ශ්‍රී කා ද ඳැටිස්්ථට් ්ාගාක (්ා්ථාදගත ිරීම ශ ) (්ාශ ෝධ්‍්)” ප්්, ශ ටු පත ්ක ද ඳැලීා පිණි් 11] (2) ්ථාදව්‍ ිරශකෝගක කටශ්, ව්‍යව්‍්ථාදාදක ්ථාදව්‍ ද ්ාදව්‍ට ාතු පළ ව්‍් ා්ත්‍රී් අිරශක ්දාදික ක් ව්‍ ශක් ාවිිය් ් ් කා ඳව්‍ ා්ව්‍නු ැාැ්,ශතමි.

ගරු විදු වික්‍රා්දක ාහතද

ගරු අරු්ිර ප්‍ර්ද්දු ාහතද

ගරු ්්්, ිර ද්ත ාහතද

ගරු ශ්ය්යිඩ් අලි ්දහික ාවුකද්ද ාහතද

ගරු බුශධි පිර ණ ාහතද

ගරු ිරාල් කද්්ද ාහතද

ගරු ශහක්ටක අටිපුහදමි ාහතද

ගරු උපුල් ාශහේ්ද්‍ර දනපක්ෂ ාහතද

II

ශ්‍රී ලාංකානේ නය ජිර ්ව‍ාපාර දාදානම් B-READY) දර්ශ්කය් හා දාදානම් වීනම් දී ුරවන ප්‍රානය ක ක ගැ හ හා ෂ්කනකරරා අන‍යනය

ිරීම ත්, ඒ ිළිතබ ව සිය නය ජනා හා නිර්න ශ්

නදිරිපත් ිරීම ත් වන විනශ්ේක කාරක ාව:

ා ාජිකයකු නන ශ් ිරීම இலங்மகயில் முன்தைொழியப்பட்ட ""வணிக ததொழில்முயற்சிகளுக்கொன தயொர்நிமல (B-READY)

சுட்தடண்"" பற்றிய தயொர்படுத்தல் ததொடர்பில்","POWER AND ENERGY: Statement by Minister of Power and Energy [Col. 803] MINISTERIAL CONSULTATIVE COMMITTEES [Col. 820] APPROPRIATION BILL, 2024 – [Fourth Allotted Day]: Second Reading - Debate Adjourned [Cols. 822 - 939] ADJOURNMENT MOTION: Restitution of Ampara, Thottasurunki Paddy Land to Rightful Owners [Cols. 939-948]

PRINCIPAL CONTENTS

அறிவிப்புகள்: சட்டவொக்க நிமலயியற் குழு: மைலதிக உறுப்பினர்கள் [ப: 775]

இலங்மகயில் முன்தைொழியப்பட்ட ""வணிக ததொழில்முயற்சிகளுக்கொன தயொர்நிமல (B-READY)

පාර්ලිනම්් ුරව பொரொளுைன்றம்

PARLIAMENT —————–—-

2023 නනොවැම්බර් 17වන සිකුරාදා

2023 நவம்பர் 17, தவள்ளிக்கிழமை

Friday, 17th November, 2023

—————————–——

පූ. ා. 9.30 පාර්ලිනම්් ුරව රැ න විය. කථානායකුර ා [ගු හි් ද යාපා අනේවර්නන හරා]

මූලා නාරූඪ විය.

பொரொளுைன்றம் மு.ப. 9.30 ைணிக்குக் கூடியது. சபொநொயகர் அவர்கள் [ைொண்புைிகு ைஹிந்த யொப்பொ அமபவர்தன]

தமலமை வகித்தொர்கள். The Parliament met at 9.30 a.m., MR. SPEAKER [THE HON. MAHINDA YAPA

ABEYWARDANA] in the Chair.

නිනේදන அறிவிப்புகள் ANNOUNCEMENTS

ව‍ව නථාදායක නථාවර කාරක ාව: අියනර්ක

ා ාජිකය් சட்டவொக்க நிமலயியற் குழு: மைலதிக

உறுப்பினர்கள்

LEGISLATIVE STANDING COMMITTEE: ADDITIONAL

MEMBERS

ගු කථානායකුර ා (ைொண்புைிகு சபொநொயகர் அவர்கள்) (The Hon. Speaker) “ශ්‍රී කා ද ඳැටිස්්ථට් ්ාගාක (්ා්ථාදගත ිරීම ශ ) (්ාශ ෝධ්‍්)” ප්්, ශ ටු පත ්ක ද ඳැලීා පිණි් 11] (2) ්ථාදව්‍ ිරශකෝගක කටශ්, ව්‍යව්‍්ථාදාදක ්ථාදව්‍ ද ්ාදව්‍ට ාතු පළ ව්‍් ා්ත්‍රී් අිරශක ්දාදික ක් ව්‍ ශක් ාවිිය් ් ් කා ඳව්‍ ා්ව්‍නු ැාැ්,ශතමි.

ගරු විදු වික්‍රා්දක ාහතද

ගරු අරු්ිර ප්‍ර්ද්දු ාහතද

ගරු ්්්, ිර ද්ත ාහතද

ගරු ශ්ය්යිඩ් අලි ්දහික ාවුකද්ද ාහතද

ගරු බුශධි පිර ණ ාහතද

ගරු ිරාල් කද්්ද ාහතද

ගරු ශහක්ටක අටිපුහදමි ාහතද

ගරු උපුල් ාශහේ්ද්‍ර දනපක්ෂ ාහතද

II

ශ්‍රී ලාංකානේ නය ජිර ්ව‍ාපාර දාදානම් B-READY) දර්ශ්කය් හා දාදානම් වීනම් දී ුරවන ප්‍රානය ක ක ගැ හ හා ෂ්කනකරරා අන‍යනය

ිරීම ත්, ඒ ිළිතබ ව සිය නය ජනා හා නිර්න ශ්

නදිරිපත් ිරීම ත් වන විනශ්ේක කාරක ාව:

ා ාජිකයකු නන ශ් ිරීම இலங்மகயில் முன்தைொழியப்பட்ட ""வணிக ததொழில்முயற்சிகளுக்கொன தயொர்நிமல (B-READY)

சுட்தடண்"" பற்றிய தயொர்படுத்தல் ததொடர்பில்",POWER AND ENERGY: Statement by Minister of Power and Energy [Col. 803] MINISTERIAL CONSULTATIVE COMM,2023-11-17,2023-11-17-2023-11-17,"POWER AND ENERGY: Statement by Minister of Power and Energy [Col. 803] MINISTERIAL CONSULTATIVE COMMITTEES [Col. 820] APPROPRIATION BILL, 2024 – [Fourth Allotted Day]: Second Reading - Debate Adjourned [Cols. 822 - 939] ADJOURNMENT MOTION: Restitution of Ampara, Thottasurunki Paddy Land to Rightful Owners [Cols. 939-948]

PRINCIPAL CONTENTS

அறிவிப்புகள்: சட்டவொக்க நிமலயியற் குழு: மைலதிக உறுப்பினர்கள் [ப: 775]

இலங்மகயில் முன்தைொழியப்பட்ட ""வணிக ததொழில்முயற்சிகளுக்கொன தயொர்நிமல (B-READY)

පාර්ලිනම්් ුරව பொரொளுைன்றம்

PARLIAMENT —————–—-

2023 නනොවැම්බර් 17වන සිකුරාදා

2023 நவம்பர் 17, தவள்ளிக்கிழமை

Friday, 17th November, 2023

—————————–——

පූ. ා. 9.30 පාර්ලිනම්් ුරව රැ න විය. කථානායකුර ා [ගු හි් ද යාපා අනේවර්නන හරා]

මූලා නාරූඪ විය.

பொரொளுைன்றம் மு.ப. 9.30 ைணிக்குக் கூடியது. சபொநொயகர் அவர்கள் [ைொண்புைிகு ைஹிந்த யொப்பொ அமபவர்தன]

தமலமை வகித்தொர்கள். The Parliament met at 9.30 a.m., MR. SPEAKER [THE HON. MAHINDA YAPA

ABEYWARDANA] in the Chair.

නිනේදන அறிவிப்புகள் ANNOUNCEMENTS

ව‍ව නථාදායක නථාවර කාරක ාව: අියනර්ක

ා ාජිකය් சட்டவொக்க நிமலயியற் குழு: மைலதிக

உறுப்பினர்கள்

LEGISLATIVE STANDING COMMITTEE: ADDITIONAL

MEMBERS

ගු කථානායකුර ා (ைொண்புைிகு சபொநொயகர் அவர்கள்) (The Hon. Speaker) “ශ්‍රී කා ද ඳැටිස්්ථට් ්ාගාක (්ා්ථාදගත ිරීම ශ ) (්ාශ ෝධ්‍්)” ප්්, ශ ටු පත ්ක ද ඳැලීා පිණි් 11] (2) ්ථාදව්‍ ිරශකෝගක කටශ්, ව්‍යව්‍්ථාදාදක ්ථාදව්‍ ද ්ාදව්‍ට ාතු පළ ව්‍් ා්ත්‍රී් අිරශක ්දාදික ක් ව්‍ ශක් ාවිිය් ් ් කා ඳව්‍ ා්ව්‍නු ැාැ්,ශතමි.

ගරු විදු වික්‍රා්දක ාහතද

ගරු අරු්ිර ප්‍ර්ද්දු ාහතද

ගරු ්්්, ිර ද්ත ාහතද

ගරු ශ්ය්යිඩ් අලි ්දහික ාවුකද්ද ාහතද

ගරු බුශධි පිර ණ ාහතද

ගරු ිරාල් කද්්ද ාහතද

ගරු ශහක්ටක අටිපුහදමි ාහතද

ගරු උපුල් ාශහේ්ද්‍ර දනපක්ෂ ාහතද

II

ශ්‍රී ලාංකානේ නය ජිර ්ව‍ාපාර දාදානම් B-READY) දර්ශ්කය් හා දාදානම් වීනම් දී ුරවන ප්‍රානය ක ක ගැ හ හා ෂ්කනකරරා අන‍යනය

ිරීම ත්, ඒ ිළිතබ ව සිය නය ජනා හා නිර්න ශ්

නදිරිපත් ිරීම ත් වන විනශ්ේක කාරක ාව:

ා ාජිකයකු නන ශ් ිරීම இலங்மகயில் முன்தைொழியப்பட்ட ""வணிக ததொழில்முயற்சிகளுக்கொன தயொர்நிமல (B-READY)

சுட்தடண்"" பற்றிய தயொர்படுத்தல் ததொடர்பில்",hansard,1.0,1
