doc_type,doc_id,num,date_str,description,url_metadata,lang,decision_details_title,decision_details_body,chunk_id,chunk_index,language,md5,chunk_size_bytes,chunk_text,text,title,date,url,combined_text,dataset_source,authority_weight,priority
lk_cabinet_decisions,2010-12-08-021-en,21,2010-12-08,A Loan of US $259.8 million from the Government of China to finance Road Projects,https://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=16&Itemid=49&lang=en&dID=3797,en,Press briefing of Cabinet Decision taken on 2010-12-08,"- A Credit facility of US $259.78 million will be provided by China through the Export Import Bank of China to finance 85% of the total cost of the following projects.  The balance 15% will be provide by the Government of Sri Lanka.  Total cost of the projects will be US $305.63 million. 

			*	Rehabilitation and improvement of 67 km. of Navatkuli-Karaitivu-		Mannar (A 0
*	Rehabilitation and improvement of 113 km. of Puttalam-Marichchikade-Mannar (B 379, B 403) road
*	Southern Transport Development Project - 15 km. of highway section from Pinnaduwa to Kodagoda (Package 1
*	Southern Transport Development Project - 15 km. of highway section from Kodagoda to Godagama and balance work in Galle Port Access Road (Package 2). 
	 Cabinet approval was granted to sign the four Agreements with the Exim Bank of China for the purpose.",2010-12-08-021-en-0000,0,en,9538d8fd15cea26bb349dcd0bc1dc95d,968,"A Loan of US $259.8 million from the Government of China to finance Road Projects

Press briefing of Cabinet Decision taken on 2010-12-08

- A Credit facility of US $259.78 million will be provided by China through the Export Import Bank of China to finance 85% of the total cost of the following projects.  The balance 15% will be provide by the Government of Sri Lanka.  Total cost of the projects will be US $305.63 million.

*	Rehabilitation and improvement of 67 km. of Navatkuli-Karaitivu-		Mannar (A 0
*	Rehabilitation and improvement of 113 km. of Puttalam-Marichchikade-Mannar (B 379, B 403) road
*	Southern Transport Development Project - 15 km. of highway section from Pinnaduwa to Kodagoda (Package 1
*	Southern Transport Development Project - 15 km. of highway section from Kodagoda to Godagama and balance work in Galle Port Access Road (Package 2). 
	 Cabinet approval was granted to sign the four Agreements with the Exim Bank of China for the purpose.","A Loan of US $259.8 million from the Government of China to finance Road Projects

Press briefing of Cabinet Decision taken on 2010-12-08

- A Credit facility of US $259.78 million will be provided by China through the Export Import Bank of China to finance 85% of the total cost of the following projects.  The balance 15% will be provide by the Government of Sri Lanka.  Total cost of the projects will be US $305.63 million.

*	Rehabilitation and improvement of 67 km. of Navatkuli-Karaitivu-		Mannar (A 0
*	Rehabilitation and improvement of 113 km. of Puttalam-Marichchikade-Mannar (B 379, B 403) road
*	Southern Transport Development Project - 15 km. of highway section from Pinnaduwa to Kodagoda (Package 1
*	Southern Transport Development Project - 15 km. of highway section from Kodagoda to Godagama and balance work in Galle Port Access Road (Package 2). 
	 Cabinet approval was granted to sign the four Agreements with the Exim Bank of China for the purpose.","A Loan of US $259.8 million from the Government of China to finance Road Projects

Press briefing of",2010-12-08,2010-12-08-021-en,"A Loan of US $259.8 million from the Government of China to finance Road Projects

Press briefing of Cabinet Decision taken on 2010-12-08

- A Credit facility of US $259.78 million will be provided by China through the Export Import Bank of China to finance 85% of the total cost of the following projects.  The balance 15% will be provide by the Government of Sri Lanka.  Total cost of the projects will be US $305.63 million.

*	Rehabilitation and improvement of 67 km. of Navatkuli-Karaitivu-		Mannar (A 0
*	Rehabilitation and improvement of 113 km. of Puttalam-Marichchikade-Mannar (B 379, B 403) road
*	Southern Transport Development Project - 15 km. of highway section from Pinnaduwa to Kodagoda (Package 1
*	Southern Transport Development Project - 15 km. of highway section from Kodagoda to Godagama and balance work in Galle Port Access Road (Package 2). 
	 Cabinet approval was granted to sign the four Agreements with the Exim Bank of China for the purpose.",cabinet_decisions,0.95,1
lk_cabinet_decisions,2010-12-08-022-en,22,2010-12-08,Implementation of Ruhunupura Water Supply Development Project,https://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=16&Itemid=49&lang=en&dID=3798,en,Press briefing of Cabinet Decision taken on 2010-12-08,"- the proposed project intends to provide safe drinking water to Ruhunupura and Mahaweli Development areas  in the Hambantota District catering to above 112,000 people.  The project is to be partly financed by the Republic of Korea.  Cabinet approval was granted to award the project to M/s. Kolon - Pankorea - Yooshin  Consortium for a total sum of US $39,512,000.00 and SLR 4,117,960,000.00.",2010-12-08-022-en-0000,0,en,19d655f017809e73e5cbb4b4804b4329,512,"Implementation of Ruhunupura Water Supply Development Project

Press briefing of Cabinet Decision taken on 2010-12-08

- the proposed project intends to provide safe drinking water to Ruhunupura and Mahaweli Development areas  in the Hambantota District catering to above 112,000 people.  The project is to be partly financed by the Republic of Korea.  Cabinet approval was granted to award the project to M/s. Kolon - Pankorea - Yooshin  Consortium for a total sum of US $39,512,000.00 and SLR 4,117,960,000.00.","Implementation of Ruhunupura Water Supply Development Project

Press briefing of Cabinet Decision taken on 2010-12-08

- the proposed project intends to provide safe drinking water to Ruhunupura and Mahaweli Development areas  in the Hambantota District catering to above 112,000 people.  The project is to be partly financed by the Republic of Korea.  Cabinet approval was granted to award the project to M/s. Kolon - Pankorea - Yooshin  Consortium for a total sum of US $39,512,000.00 and SLR 4,117,960,000.00.","Implementation of Ruhunupura Water Supply Development Project

Press briefing of Cabinet Decision ta",2010-12-08,2010-12-08-022-en,"Implementation of Ruhunupura Water Supply Development Project

Press briefing of Cabinet Decision taken on 2010-12-08

- the proposed project intends to provide safe drinking water to Ruhunupura and Mahaweli Development areas  in the Hambantota District catering to above 112,000 people.  The project is to be partly financed by the Republic of Korea.  Cabinet approval was granted to award the project to M/s. Kolon - Pankorea - Yooshin  Consortium for a total sum of US $39,512,000.00 and SLR 4,117,960,000.00.",cabinet_decisions,0.95,1
lk_cabinet_decisions,2010-12-08-023-en,23,2010-12-08,Cabinet Sub-Committee on Cost of Living,https://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=16&Itemid=49&lang=en&dID=3799,en,Press briefing of Cabinet Decision taken on 2010-12-08,- Cabinet of Ministers decided  to re-constitute a Cabinet Sub-Committee on Cost of Living to be chaired by His Excellency the President and consisting of 15 Ministers of the Cabinet including the Hon. Prime Minister.,2010-12-08-023-en-0000,0,en,0d02435b0545bb471325431cce9ad9ea,314,"Cabinet Sub-Committee on Cost of Living

Press briefing of Cabinet Decision taken on 2010-12-08

- Cabinet of Ministers decided  to re-constitute a Cabinet Sub-Committee on Cost of Living to be chaired by His Excellency the President and consisting of 15 Ministers of the Cabinet including the Hon. Prime Minister.","Cabinet Sub-Committee on Cost of Living

Press briefing of Cabinet Decision taken on 2010-12-08

- Cabinet of Ministers decided  to re-constitute a Cabinet Sub-Committee on Cost of Living to be chaired by His Excellency the President and consisting of 15 Ministers of the Cabinet including the Hon. Prime Minister.","Cabinet Sub-Committee on Cost of Living

Press briefing of Cabinet Decision taken on 2010-12-08

- C",2010-12-08,2010-12-08-023-en,"Cabinet Sub-Committee on Cost of Living

Press briefing of Cabinet Decision taken on 2010-12-08

- Cabinet of Ministers decided  to re-constitute a Cabinet Sub-Committee on Cost of Living to be chaired by His Excellency the President and consisting of 15 Ministers of the Cabinet including the Hon. Prime Minister.",cabinet_decisions,0.95,1
lk_cabinet_decisions,2010-12-15-001-en,1,2010-12-15,Enhancing National Emergency Response Capacity in Sri Lanka,https://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=16&Itemid=49&lang=en&dID=3800,en,Press briefing of Cabinet Decision taken on 2010-12-15,"-  the Disaster Management Centre (DMC) which operates 24 hours a day and 7 days a week, implemented the Disaster Management Communication and Capacity Development Project at a cost of Euro 6.5 million under this project, 50 Early Warning Towers, Radio Communication Network covering ten Districts a ten seater capacity call centre have been established.  After eliminating terrorist threats in the Northern and Eastern provinces, there is a need to improve Fire and Rescue Capacity and Early Warning Communication Capacity in these two Districts.  Cabinet approval has already been granted to implement the project in 02 stages. 1st Stage of the project (Phase II) is under implementation and Cabinet approval was granted to implement Stage II (Phase III) of the project.  With the completion of the final phase of this project there will be an Island wide emergency response network with 100 numbers of Early Warning Towers and 26 fully equipped Fire Stations in Sri Lanka. 
	 -  the Disaster Management Centre (DMC) which operates 24 hours a day and 7 days a week, implemented the Disaster Management Communication and Capacity Development Project at a cost of Euro 6.5 million under this project, 50 Early Warning Towers, Radio Communication Network covering ten Districts a ten seater capacity call centre have been established.  After eliminating terrorist threats in the Northern and Eastern provinces, there is a need to improve Fire and Rescue Capacity and Early Warning Communication Capacity in these two Districts.  Cabinet approval has already been granted to implement the project in 02 stages. 1st Stage of the project (Phase II) is under implementation and Cabinet approval was granted to implement Stage II (Phase III) of the project.  With the completion of the final phase of this project there will be an Island wide emergency response network with 100 numbers of Early Warning Towers and 26 fully equipped Fire Stations in Sri Lanka.",2010-12-15-001-en-0000,0,en,73c4db61cf3704d37a1b1a3a0530bf2e,115,"Enhancing National Emergency Response Capacity in Sri Lanka

Press briefing of Cabinet Decision taken on 2010-12-15","Enhancing National Emergency Response Capacity in Sri Lanka

Press briefing of Cabinet Decision taken on 2010-12-15","Enhancing National Emergency Response Capacity in Sri Lanka

Press briefing of Cabinet Decision take",2010-12-15,2010-12-15-001-en,"Enhancing National Emergency Response Capacity in Sri Lanka

Press briefing of Cabinet Decision taken on 2010-12-15",cabinet_decisions,0.95,1
lk_cabinet_decisions,2010-12-15-001-en,1,2010-12-15,Enhancing National Emergency Response Capacity in Sri Lanka,https://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=16&Itemid=49&lang=en&dID=3800,en,Press briefing of Cabinet Decision taken on 2010-12-15,"-  the Disaster Management Centre (DMC) which operates 24 hours a day and 7 days a week, implemented the Disaster Management Communication and Capacity Development Project at a cost of Euro 6.5 million under this project, 50 Early Warning Towers, Radio Communication Network covering ten Districts a ten seater capacity call centre have been established.  After eliminating terrorist threats in the Northern and Eastern provinces, there is a need to improve Fire and Rescue Capacity and Early Warning Communication Capacity in these two Districts.  Cabinet approval has already been granted to implement the project in 02 stages. 1st Stage of the project (Phase II) is under implementation and Cabinet approval was granted to implement Stage II (Phase III) of the project.  With the completion of the final phase of this project there will be an Island wide emergency response network with 100 numbers of Early Warning Towers and 26 fully equipped Fire Stations in Sri Lanka. 
	 -  the Disaster Management Centre (DMC) which operates 24 hours a day and 7 days a week, implemented the Disaster Management Communication and Capacity Development Project at a cost of Euro 6.5 million under this project, 50 Early Warning Towers, Radio Communication Network covering ten Districts a ten seater capacity call centre have been established.  After eliminating terrorist threats in the Northern and Eastern provinces, there is a need to improve Fire and Rescue Capacity and Early Warning Communication Capacity in these two Districts.  Cabinet approval has already been granted to implement the project in 02 stages. 1st Stage of the project (Phase II) is under implementation and Cabinet approval was granted to implement Stage II (Phase III) of the project.  With the completion of the final phase of this project there will be an Island wide emergency response network with 100 numbers of Early Warning Towers and 26 fully equipped Fire Stations in Sri Lanka.",2010-12-15-001-en-0001,1,en,73c4db61cf3704d37a1b1a3a0530bf2e,115,"Enhancing National Emergency Response Capacity in Sri Lanka

Press briefing of Cabinet Decision taken on 2010-12-15","Enhancing National Emergency Response Capacity in Sri Lanka

Press briefing of Cabinet Decision taken on 2010-12-15","Enhancing National Emergency Response Capacity in Sri Lanka

Press briefing of Cabinet Decision take",2010-12-15,2010-12-15-001-en,"Enhancing National Emergency Response Capacity in Sri Lanka

Press briefing of Cabinet Decision taken on 2010-12-15",cabinet_decisions,0.95,1
lk_cabinet_decisions,2010-12-15-002-en,2,2010-12-15,Nomination of National Implementing Entity for the Operation of the Adaptation Fund under the Kyoto Protocol,https://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=16&Itemid=49&lang=en&dID=3801,en,Press briefing of Cabinet Decision taken on 2010-12-15,"- the United Nations Framework Convention for Climate Change and its Kyoto Protocol (KP) are the main international instruments which the global community has collectively adopted to address Climate Change related issues.  Sri Lanka is highly vulnerable to effects of climate change such as droughts, torrential rains resulting in floods, loss of agricultural productivity etc.   An Adaptation Fund has been established under the Kyoto Protocol to finance programmes and projects relating to climate change.  Cabinet approval was granted to nominate the Climate Change Secretariat of the Ministry of Environment as the National Implement Entity to the Adaptation Fund.",2010-12-15-002-en-0000,0,en,c127eafdea71eb8ff759175541b1df8d,834,"Nomination of National Implementing Entity for the Operation of the Adaptation Fund under the Kyoto Protocol

Press briefing of Cabinet Decision taken on 2010-12-15

- the United Nations Framework Convention for Climate Change and its Kyoto Protocol (KP) are the main international instruments which the global community has collectively adopted to address Climate Change related issues.  Sri Lanka is highly vulnerable to effects of climate change such as droughts, torrential rains resulting in floods, loss of agricultural productivity etc.   An Adaptation Fund has been established under the Kyoto Protocol to finance programmes and projects relating to climate change.  Cabinet approval was granted to nominate the Climate Change Secretariat of the Ministry of Environment as the National Implement Entity to the Adaptation Fund.","Nomination of National Implementing Entity for the Operation of the Adaptation Fund under the Kyoto Protocol

Press briefing of Cabinet Decision taken on 2010-12-15

- the United Nations Framework Convention for Climate Change and its Kyoto Protocol (KP) are the main international instruments which the global community has collectively adopted to address Climate Change related issues.  Sri Lanka is highly vulnerable to effects of climate change such as droughts, torrential rains resulting in floods, loss of agricultural productivity etc.   An Adaptation Fund has been established under the Kyoto Protocol to finance programmes and projects relating to climate change.  Cabinet approval was granted to nominate the Climate Change Secretariat of the Ministry of Environment as the National Implement Entity to the Adaptation Fund.",Nomination of National Implementing Entity for the Operation of the Adaptation Fund under the Kyoto ,2010-12-15,2010-12-15-002-en,"Nomination of National Implementing Entity for the Operation of the Adaptation Fund under the Kyoto Protocol

Press briefing of Cabinet Decision taken on 2010-12-15

- the United Nations Framework Convention for Climate Change and its Kyoto Protocol (KP) are the main international instruments which the global community has collectively adopted to address Climate Change related issues.  Sri Lanka is highly vulnerable to effects of climate change such as droughts, torrential rains resulting in floods, loss of agricultural productivity etc.   An Adaptation Fund has been established under the Kyoto Protocol to finance programmes and projects relating to climate change.  Cabinet approval was granted to nominate the Climate Change Secretariat of the Ministry of Environment as the National Implement Entity to the Adaptation Fund.",cabinet_decisions,0.95,1
lk_cabinet_decisions,2010-12-15-003-en,3,2010-12-15,"Establishment of a Rehabilitation Centre for Disabled War Heroes - Hendala, Wattala",https://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=16&Itemid=49&lang=en&dID=3802,en,Press briefing of Cabinet Decision taken on 2010-12-15,"- due to the limited facilities available at the Rehabilitation Hospital (Ranaviru Sevana) at Ragama for the large number of disabled war heroes, the Government has decided to make improvements and develop the hospital complex at Hekitta Road, Hendala for the purpose, to provide additional facilities to these disabled Soldiers.  Cabinet approval was granted to handover the hospital premises and the land at Hekitta, Hendala belonging to the Ministry of Health at present, to the Sri Lanka Army with the view to maintain it as a Rehabilitation Centre.",2010-12-15-003-en-0000,0,en,5a960d7f788fdd9fce5152056fa135b4,694,"Establishment of a Rehabilitation Centre for Disabled War Heroes - Hendala, Wattala

Press briefing of Cabinet Decision taken on 2010-12-15

- due to the limited facilities available at the Rehabilitation Hospital (Ranaviru Sevana) at Ragama for the large number of disabled war heroes, the Government has decided to make improvements and develop the hospital complex at Hekitta Road, Hendala for the purpose, to provide additional facilities to these disabled Soldiers.  Cabinet approval was granted to handover the hospital premises and the land at Hekitta, Hendala belonging to the Ministry of Health at present, to the Sri Lanka Army with the view to maintain it as a Rehabilitation Centre.","Establishment of a Rehabilitation Centre for Disabled War Heroes - Hendala, Wattala

Press briefing of Cabinet Decision taken on 2010-12-15

- due to the limited facilities available at the Rehabilitation Hospital (Ranaviru Sevana) at Ragama for the large number of disabled war heroes, the Government has decided to make improvements and develop the hospital complex at Hekitta Road, Hendala for the purpose, to provide additional facilities to these disabled Soldiers.  Cabinet approval was granted to handover the hospital premises and the land at Hekitta, Hendala belonging to the Ministry of Health at present, to the Sri Lanka Army with the view to maintain it as a Rehabilitation Centre.","Establishment of a Rehabilitation Centre for Disabled War Heroes - Hendala, Wattala

Press briefing ",2010-12-15,2010-12-15-003-en,"Establishment of a Rehabilitation Centre for Disabled War Heroes - Hendala, Wattala

Press briefing of Cabinet Decision taken on 2010-12-15

- due to the limited facilities available at the Rehabilitation Hospital (Ranaviru Sevana) at Ragama for the large number of disabled war heroes, the Government has decided to make improvements and develop the hospital complex at Hekitta Road, Hendala for the purpose, to provide additional facilities to these disabled Soldiers.  Cabinet approval was granted to handover the hospital premises and the land at Hekitta, Hendala belonging to the Ministry of Health at present, to the Sri Lanka Army with the view to maintain it as a Rehabilitation Centre.",cabinet_decisions,0.95,1
lk_cabinet_decisions,2010-12-15-004-en,4,2010-12-15,Pitabeddara Water Supply Scheme - Revision of the Cost Estimate,https://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=16&Itemid=49&lang=en&dID=3803,en,Press briefing of Cabinet Decision taken on 2010-12-15,"- this project is to provide safe drinking water to the people in the Pitabeddara township and surrounding areas.  The project area is situated in the Matara District, about 40 km away from Matara Town.  Cabinet approval was granted for the revised total cost estimate of the project up to a sum of Rs.130.31 million and for the project to be completed in 2011.",2010-12-15-004-en-0000,0,en,0705fa0ada077b15d4e78a6d8089b4ca,482,"Pitabeddara Water Supply Scheme - Revision of the Cost Estimate

Press briefing of Cabinet Decision taken on 2010-12-15

- this project is to provide safe drinking water to the people in the Pitabeddara township and surrounding areas.  The project area is situated in the Matara District, about 40 km away from Matara Town.  Cabinet approval was granted for the revised total cost estimate of the project up to a sum of Rs.130.31 million and for the project to be completed in 2011.","Pitabeddara Water Supply Scheme - Revision of the Cost Estimate

Press briefing of Cabinet Decision taken on 2010-12-15

- this project is to provide safe drinking water to the people in the Pitabeddara township and surrounding areas.  The project area is situated in the Matara District, about 40 km away from Matara Town.  Cabinet approval was granted for the revised total cost estimate of the project up to a sum of Rs.130.31 million and for the project to be completed in 2011.","Pitabeddara Water Supply Scheme - Revision of the Cost Estimate

Press briefing of Cabinet Decision ",2010-12-15,2010-12-15-004-en,"Pitabeddara Water Supply Scheme - Revision of the Cost Estimate

Press briefing of Cabinet Decision taken on 2010-12-15

- this project is to provide safe drinking water to the people in the Pitabeddara township and surrounding areas.  The project area is situated in the Matara District, about 40 km away from Matara Town.  Cabinet approval was granted for the revised total cost estimate of the project up to a sum of Rs.130.31 million and for the project to be completed in 2011.",cabinet_decisions,0.95,1
lk_cabinet_decisions,2010-12-15-005-en,5,2010-12-15,"Secondary Towns and Rural Community Based Water Supply & Sanitation Project - Sri Lanka ADB Loan Nos. 1993 SRI (SF), 2275 SRI, 2276 SRI (SF)Revision of Project Cost Estimate",https://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=16&Itemid=49&lang=en&dID=3804,en,Press briefing of Cabinet Decision taken on 2010-12-15,"- The Government has received a loan from the Asian Development Bank (ADB) for the above project which consists of 03 components, namely, Urban Water Supply and Sanitation, Rural Water Supply and Sanitation and Institutional Strengthening.  It intend to cater to a population of 969,000.  The project also includes sanitation facilities to a population of 171,500.   Cabinet approval was granted to increase the project cost estimate from US $175.2 million to US $263.26 million and to enhance the Government of Sri Lanka contribution from US $55.2 million to US $114.16 million.",2010-12-15-005-en-0000,0,en,b518510740fe3ab20d6e7b89e17a9c6a,810,"Secondary Towns and Rural Community Based Water Supply & Sanitation Project - Sri Lanka ADB Loan Nos. 1993 SRI (SF), 2275 SRI, 2276 SRI (SF)Revision of Project Cost Estimate

Press briefing of Cabinet Decision taken on 2010-12-15

- The Government has received a loan from the Asian Development Bank (ADB) for the above project which consists of 03 components, namely, Urban Water Supply and Sanitation, Rural Water Supply and Sanitation and Institutional Strengthening.  It intend to cater to a population of 969,000.  The project also includes sanitation facilities to a population of 171,500.   Cabinet approval was granted to increase the project cost estimate from US $175.2 million to US $263.26 million and to enhance the Government of Sri Lanka contribution from US $55.2 million to US $114.16 million.","Secondary Towns and Rural Community Based Water Supply & Sanitation Project - Sri Lanka ADB Loan Nos. 1993 SRI (SF), 2275 SRI, 2276 SRI (SF)Revision of Project Cost Estimate

Press briefing of Cabinet Decision taken on 2010-12-15

- The Government has received a loan from the Asian Development Bank (ADB) for the above project which consists of 03 components, namely, Urban Water Supply and Sanitation, Rural Water Supply and Sanitation and Institutional Strengthening.  It intend to cater to a population of 969,000.  The project also includes sanitation facilities to a population of 171,500.   Cabinet approval was granted to increase the project cost estimate from US $175.2 million to US $263.26 million and to enhance the Government of Sri Lanka contribution from US $55.2 million to US $114.16 million.",Secondary Towns and Rural Community Based Water Supply & Sanitation Project - Sri Lanka ADB Loan Nos,2010-12-15,2010-12-15-005-en,"Secondary Towns and Rural Community Based Water Supply & Sanitation Project - Sri Lanka ADB Loan Nos. 1993 SRI (SF), 2275 SRI, 2276 SRI (SF)Revision of Project Cost Estimate

Press briefing of Cabinet Decision taken on 2010-12-15

- The Government has received a loan from the Asian Development Bank (ADB) for the above project which consists of 03 components, namely, Urban Water Supply and Sanitation, Rural Water Supply and Sanitation and Institutional Strengthening.  It intend to cater to a population of 969,000.  The project also includes sanitation facilities to a population of 171,500.   Cabinet approval was granted to increase the project cost estimate from US $175.2 million to US $263.26 million and to enhance the Government of Sri Lanka contribution from US $55.2 million to US $114.16 million.",cabinet_decisions,0.95,1
lk_cabinet_decisions,2010-12-15-006-en,6,2010-12-15,Nuwara Eliya District Group Water Supply Project funded by Danida Mixed Credit : Revision of Total Cost Estimate,https://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=16&Itemid=49&lang=en&dID=3805,en,Press briefing of Cabinet Decision taken on 2010-12-15,"- this project was awarded to a Joint Venture of Denmark for the total sum of Euro 20.47 million.  The project will largely improve water supply facilities in Ginigathhena, Hatton, Maskeliya, Rikillagaskada, Walapone and Ragala Town Areas in the Nuwara Eliya District.  The construction work of this project has already been completed and the Schemes have been taken over by the National Water Supply and Drainage Board in February 2010.  Cabinet approval was granted to increase the Government of Sri Lanka contribution for the project from LKR 506 million to LKR 1,148 million.",2010-12-15-006-en-0000,0,en,51440fa46f8625e7b04576e1c3db00f3,749,"Nuwara Eliya District Group Water Supply Project funded by Danida Mixed Credit : Revision of Total Cost Estimate

Press briefing of Cabinet Decision taken on 2010-12-15

- this project was awarded to a Joint Venture of Denmark for the total sum of Euro 20.47 million.  The project will largely improve water supply facilities in Ginigathhena, Hatton, Maskeliya, Rikillagaskada, Walapone and Ragala Town Areas in the Nuwara Eliya District.  The construction work of this project has already been completed and the Schemes have been taken over by the National Water Supply and Drainage Board in February 2010.  Cabinet approval was granted to increase the Government of Sri Lanka contribution for the project from LKR 506 million to LKR 1,148 million.","Nuwara Eliya District Group Water Supply Project funded by Danida Mixed Credit : Revision of Total Cost Estimate

Press briefing of Cabinet Decision taken on 2010-12-15

- this project was awarded to a Joint Venture of Denmark for the total sum of Euro 20.47 million.  The project will largely improve water supply facilities in Ginigathhena, Hatton, Maskeliya, Rikillagaskada, Walapone and Ragala Town Areas in the Nuwara Eliya District.  The construction work of this project has already been completed and the Schemes have been taken over by the National Water Supply and Drainage Board in February 2010.  Cabinet approval was granted to increase the Government of Sri Lanka contribution for the project from LKR 506 million to LKR 1,148 million.",Nuwara Eliya District Group Water Supply Project funded by Danida Mixed Credit : Revision of Total C,2010-12-15,2010-12-15-006-en,"Nuwara Eliya District Group Water Supply Project funded by Danida Mixed Credit : Revision of Total Cost Estimate

Press briefing of Cabinet Decision taken on 2010-12-15

- this project was awarded to a Joint Venture of Denmark for the total sum of Euro 20.47 million.  The project will largely improve water supply facilities in Ginigathhena, Hatton, Maskeliya, Rikillagaskada, Walapone and Ragala Town Areas in the Nuwara Eliya District.  The construction work of this project has already been completed and the Schemes have been taken over by the National Water Supply and Drainage Board in February 2010.  Cabinet approval was granted to increase the Government of Sri Lanka contribution for the project from LKR 506 million to LKR 1,148 million.",cabinet_decisions,0.95,1
lk_cabinet_decisions,2010-12-15-007-en,7,2010-12-15,Introduction of Digital Technology or Television Transmission in Sri Lanka,https://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=16&Itemid=49&lang=en&dID=3806,en,Press briefing of Cabinet Decision taken on 2010-12-15,- It has been proposed to convert the terrestrial broadcasting to digital technology in order to keep pace with the world trends and to provide the capability to transmit several channels using a single frequency resulting optimal utilization of the frequency spectrum available for television broadcasting. Most of the countries in the world as well as in the Asian Region use this system for television broadcasting. Cabinet approval was granted to implement the relevant proposals.,2010-12-15-007-en-0000,0,en,7d0fd8d0646cc1d3029dc6bbb6d5d11e,616,"Introduction of Digital Technology or Television Transmission in Sri Lanka

Press briefing of Cabinet Decision taken on 2010-12-15

- It has been proposed to convert the terrestrial broadcasting to digital technology in order to keep pace with the world trends and to provide the capability to transmit several channels using a single frequency resulting optimal utilization of the frequency spectrum available for television broadcasting. Most of the countries in the world as well as in the Asian Region use this system for television broadcasting. Cabinet approval was granted to implement the relevant proposals.","Introduction of Digital Technology or Television Transmission in Sri Lanka

Press briefing of Cabinet Decision taken on 2010-12-15

- It has been proposed to convert the terrestrial broadcasting to digital technology in order to keep pace with the world trends and to provide the capability to transmit several channels using a single frequency resulting optimal utilization of the frequency spectrum available for television broadcasting. Most of the countries in the world as well as in the Asian Region use this system for television broadcasting. Cabinet approval was granted to implement the relevant proposals.","Introduction of Digital Technology or Television Transmission in Sri Lanka

Press briefing of Cabine",2010-12-15,2010-12-15-007-en,"Introduction of Digital Technology or Television Transmission in Sri Lanka

Press briefing of Cabinet Decision taken on 2010-12-15

- It has been proposed to convert the terrestrial broadcasting to digital technology in order to keep pace with the world trends and to provide the capability to transmit several channels using a single frequency resulting optimal utilization of the frequency spectrum available for television broadcasting. Most of the countries in the world as well as in the Asian Region use this system for television broadcasting. Cabinet approval was granted to implement the relevant proposals.",cabinet_decisions,0.95,1
